C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\03866.jpg,dataset3\03866.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\06926.jpg,dataset3\06926.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\01644.jpg,dataset3\01644.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\00615.jpg,dataset3\00615.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\02648.jpg,dataset3\02648.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\03789.jpg,dataset3\03789.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\00017.jpg,dataset3\00017.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\04462.jpg,dataset3\04462.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\01096.jpg,dataset3\01096.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\09375.jpg,dataset3\09375.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\06838.jpg,dataset3\06838.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\04550.jpg,dataset3\04550.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\00827.jpg,dataset3\00827.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\05986.jpg,dataset3\05986.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\04686.jpg,dataset3\04686.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\07134.jpg,dataset3\07134.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\09878.jpg,dataset3\09878.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\04811.jpg,dataset3\04811.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\00001.jpg,dataset3\00001.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\09399.jpg,dataset3\09399.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\00121.jpg,dataset3\00121.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\05400.jpg,dataset3\05400.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\03772.jpg,dataset3\03772.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\08054.jpg,dataset3\08054.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\08582.jpg,dataset3\08582.jpg,brown_bear
C:\Users\nozdr\Desktop\DP\DataProcessing\dataset3\07539.jpg,dataset3\07539.jpg,brown_bear
